"100.N.60min.1.bam" "100.N.60min.2.bam" "100.N.60min.3.bam" "500.N.10min.1.bam" "500.N.10min.2.bam" "500.N.10min.3.bam" "500.N.20min.1.bam" "500.N.20min.2.bam" "500.N.20min.3.bam" "500.N.60min.1.bam" "500.N.60min.2.bam" "500.N.60min.3.bam"
"STM14_3379" 15 13 16 1 2 3 3 2 2 24 30 49
"STM14_3380" 1591 1574 1852 246 45 150 357 225 424 2635 2489 2414
"STM14_3381" 568 563 744 139 27 46 138 102 162 603 624 1013
"STM14_3382" 0 3 1 0 0 0 1 0 2 19 26 20
"STM14_3383" 3343 4449 5049 147 35 117 245 143 389 1971 1704 3217
"STM14_3384" 304 294 372 31 6 41 53 40 79 337 442 481
"STM14_3385" 64 48 65 9 0 4 9 8 12 65 72 71
"STM14_3386" 15 24 19 2 0 1 1 4 5 14 24 34
"STM14_3387" 31 26 20 1 1 1 1 2 0 14 14 30
"STM14_3388" 45 45 40 1 0 3 2 0 0 37 30 48
"STM14_3389" 399 453 460 28 9 16 27 26 31 281 315 545
"STM14_3390" 243 307 360 12 4 16 16 13 37 241 281 408
"STM14_3391" 917 1024 1192 292 88 242 355 203 374 1142 1511 2431
"STM14_3392" 560 665 691 183 71 175 192 120 241 559 752 1059
"STM14_3393" 1763 1900 2270 412 140 542 585 309 795 1176 1123 1602
"STM14_3394" 4 13 18 2 1 3 3 1 0 3 22 18
"STM14_3395" 118 109 124 24 9 18 16 7 18 120 130 231
"STM14_3396" 107 111 127 41 14 34 25 14 40 87 74 110
"STM14_3397" 1166 1455 1377 428 88 292 228 196 293 793 676 885
"STM14_3398" 29 32 27 12 6 13 10 6 10 36 21 41
"STM14_3399" 540 630 651 182 35 111 108 62 86 386 418 514
"STM14_3400" 244 292 260 116 27 70 47 46 53 189 234 236
"STM14_3401" 47 49 60 8 3 8 7 6 17 82 119 201
"STM14_3402" 3551 3520 3889 462 112 336 442 270 568 2540 2280 2524
"STM14_3403" 3854 4075 4502 830 180 559 674 430 819 3604 3752 4353
"STM14_3404" 851 883 1019 214 40 164 160 123 229 907 1070 1127
"STM14_3405" 2043 2052 2549 422 94 306 418 287 595 2443 2628 2770
"STM14_3411" 165 155 207 43 6 15 24 18 49 313 331 486
"STM14_3412" 5951 6616 7809 685 175 503 879 567 950 5559 4503 6241
"STM14_3413" 10821 11158 12911 2479 520 1160 1725 1115 1899 8067 8524 9597
"STM14_3414" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_3415" 15 18 14 3 2 3 5 2 4 28 19 26
"STM14_3416" 125 127 151 44 11 29 23 18 29 169 199 210
"STM14_3417" 15358 14136 16723 2898 607 2693 3271 2236 3855 21842 21752 20835
"STM14_3418" 736 763 834 167 51 221 195 130 282 584 575 654
"STM14_3419" 100 108 148 25 8 16 14 18 21 104 134 143
"STM14_3420" 1818 1997 2365 246 45 178 252 181 283 1641 1596 1845
"STM14_3421" 1 3 2 0 1 0 0 2 0 1 2 1
"STM14_3422" 103 108 61 27 5 14 27 11 26 96 221 247
"STM14_3423" 108 124 75 12 0 6 22 10 13 94 200 198
"STM14_3424" 30 39 30 5 2 5 3 5 5 33 55 45
"STM14_3425" 275 289 181 22 5 23 33 13 37 168 318 271
"STM14_3426" 58 75 60 6 2 9 10 5 7 80 92 84
"STM14_3427" 49 76 52 11 8 5 15 8 23 80 77 93
"STM14_3428" 490 626 580 103 37 65 112 53 114 590 643 719
"STM14_3429" 465 570 645 79 23 75 80 49 101 585 582 662
"STM14_3430" 197 180 223 26 5 18 26 13 25 235 306 288
"STM14_3431" 65 82 85 9 2 8 9 2 17 72 86 125
"STM14_3432" 26 41 43 13 1 5 7 3 5 50 35 49
"STM14_3433" 0 2 3 0 0 0 0 0 0 0 0 0
"STM14_3434" 284 349 373 38 7 38 56 29 39 261 210 242
"STM14_3435" 1 4 4 1 0 0 0 0 0 3 1 1
"STM14_3436" 19 21 22 2 0 2 4 1 3 11 28 24
"STM14_3437" 1 5 5 0 0 0 0 0 0 4 1 3
"STM14_3438" 50 53 45 7 1 9 5 4 11 68 49 79
"STM14_3439" 28 31 59 4 2 3 5 2 4 24 39 44
"STM14_3440" 12 18 18 3 0 1 3 2 1 19 14 16
"STM14_3441" 21 13 21 6 0 1 5 2 2 20 14 14
"STM14_3442" 21 27 21 2 2 1 3 1 6 22 17 30
"STM14_3443" 57 71 72 5 1 5 5 3 4 57 69 78
"STM14_3444" 22 17 19 1 0 2 3 2 1 20 12 24
"STM14_3445" 18 17 27 1 0 2 5 0 2 21 48 19
"STM14_3446" 1 4 4 2 0 0 1 0 0 4 5 1
"STM14_3447" 0 0 2 0 0 0 1 0 0 3 0 3
"STM14_3448" 2 6 5 0 0 0 1 0 3 7 9 9
"STM14_3449" 2 1 1 0 0 0 0 0 0 2 3 2
"STM14_3450" 9 7 12 3 0 3 3 3 3 17 17 13
"STM14_3451" 84 82 120 11 6 9 16 10 14 78 77 72
"STM14_3452" 24 16 14 6 0 5 4 4 3 26 25 21
"STM14_3453" 101 114 90 19 4 10 15 8 8 76 88 110
"STM14_3454" 126 126 170 24 5 26 26 13 31 119 130 170
"STM14_3455" 770 800 894 59 10 54 70 50 95 462 498 637
"STM14_3456" 58 62 69 8 5 2 10 7 12 49 59 63
"STM14_3457" 2 2 3 0 0 1 0 0 0 1 5 2
"STM14_3458" 859 593 1267 61 22 39 32 32 76 641 509 725
"STM14_3459" 372 268 526 25 5 18 12 11 30 294 220 291
"STM14_3460" 147 128 257 18 4 6 10 6 15 150 138 186
"STM14_3461" 375 327 426 40 4 16 23 20 35 276 305 415
"STM14_3462" 1258 1466 1304 113 21 51 116 66 171 677 728 1034
"STM14_3463" 1755 1978 1497 110 29 47 98 70 170 420 525 705
"STM14_3464" 235 293 189 32 11 11 37 17 38 69 77 108
"STM14_3465" 1803 1949 1661 261 51 100 239 122 336 505 590 770
"STM14_3466" 105 130 72 7 1 2 7 9 13 16 28 35
"STM14_3467" 1135 1483 925 66 10 26 68 63 98 266 270 364
"STM14_3468" 1807 2493 1394 164 24 42 107 105 154 369 370 560
"STM14_3469" 3072 3532 2203 166 29 47 112 112 190 664 687 869
"STM14_3470" 7466 8334 5304 242 18 34 143 124 274 1065 918 1229
"STM14_3471" 4570 5175 3327 128 14 22 89 59 166 701 481 712
"STM14_3472" 3455 4164 2553 73 6 16 68 48 137 455 447 563
"STM14_3473" 3563 4400 2737 110 13 21 75 74 153 649 668 864
"STM14_3474" 4588 4808 4160 353 67 130 405 236 518 3227 3960 4623
"STM14_3475" 966 1091 967 70 11 19 68 33 89 523 786 927
"STM14_3476" 306 322 306 28 6 11 25 15 34 311 392 466
"STM14_3477" 7535 7441 7178 662 140 295 699 462 791 8703 9847 12114
"STM14_3478" 1792 1834 1793 202 41 86 254 116 305 2681 3171 3819
"STM14_3479" 2281 2298 2402 260 52 113 375 191 461 3379 3939 5030
"STM14_3480" 586 586 454 20 3 4 10 11 24 121 130 159
"STM14_3481" 7831 8862 6189 111 17 52 105 145 259 1222 1216 1734
"STM14_3482" 3592 4064 2914 91 11 15 73 66 112 524 516 738
"STM14_3483" 13287 13734 11077 142 26 23 120 163 389 1708 1350 2014
"STM14_3484" 16178 16629 13169 230 33 47 254 303 661 2237 1791 2523
"STM14_3485" 2326 2337 1828 73 14 15 55 58 161 363 245 383
"STM14_3486" 268 347 192 15 4 1 9 6 14 78 74 120
"STM14_3487" 317 419 251 18 4 3 5 7 7 55 52 82
"STM14_3488" 196 210 149 7 0 3 5 7 6 24 35 44
"STM14_3489" 679 833 491 38 5 3 19 15 29 105 82 99
"STM14_3490" 1185 1596 838 36 7 11 29 25 51 140 139 194
"STM14_3491" 2110 2580 1558 117 7 20 56 42 82 256 246 359
"STM14_3492" 529 689 409 32 4 10 15 12 15 82 65 106
"STM14_3493" 1709 2059 1168 85 4 20 57 56 63 248 230 327
"STM14_3494" 997 1287 770 42 2 11 42 18 52 153 122 187
"STM14_3495" 2199 2797 1664 145 8 22 75 63 95 445 377 521
"STM14_3496" 1618 2058 1284 90 9 16 49 41 75 255 283 352
"STM14_3497" 4689 5839 3523 174 17 34 143 120 232 975 895 1061
"STM14_3498" 2160 2574 1652 92 10 14 93 70 162 604 512 693
"STM14_3499" 1278 1313 1132 96 27 30 90 60 122 532 680 613
"STM14_3500" 461 516 568 79 11 42 73 29 126 420 481 645
"STM14_3501" 86 107 94 27 8 16 29 13 28 99 121 186
"STM14_3502" 24 23 36 4 2 1 5 3 8 54 74 96
"STM14_3503" 49 47 62 5 0 5 13 2 11 55 87 116
"STM14_3504" 5 5 4 0 0 1 1 0 1 8 17 28
"STM14_3505" 573 642 841 53 17 41 69 42 101 1148 1251 1437
"STM14_3506" 1149 1194 1418 135 37 104 151 102 178 2046 2280 2730
"STM14_3508" 16 21 12 11 1 7 5 1 5 82 127 118
"STM14_3509" 1375 1738 1317 766 132 302 534 460 560 3860 3383 2842
"STM14_3510" 27 29 44 9 2 4 7 5 7 90 139 147
"STM14_3511" 1188 1194 1426 187 45 137 178 111 158 1179 1165 1452
"STM14_3512" 10 16 10 5 0 4 6 2 2 17 21 26
"STM14_3513" 11 13 17 2 0 0 3 1 6 33 29 30
"STM14_3514" 84 150 80 13 7 9 10 12 15 107 110 104
"STM14_3515" 331 935 158 158 45 78 123 52 119 441 346 142
"STM14_3516" 191 1069 63 147 35 71 97 34 84 434 400 129
"STM14_3517" 120 1165 52 121 50 94 105 47 88 634 690 162
"STM14_3518" 100 1172 46 104 27 74 105 44 105 628 641 160
"STM14_3519" 213 2407 114 245 61 149 181 87 180 1431 1681 430
"STM14_3520" 148 1779 58 202 56 142 145 44 184 1180 1385 341
"STM14_3521" 336 1097 285 178 39 110 171 87 246 1145 1365 648
"STM14_3522" 165 250 192 66 4 37 43 26 53 219 241 220
"STM14_3523" 5 3 4 0 0 2 1 0 0 15 9 12
"STM14_3524" 56 76 53 14 3 11 11 8 15 71 96 105
"STM14_3525" 31 44 43 10 3 8 15 4 7 37 46 53
"STM14_3526" 66432 67768 90620 4494 1162 3422 8716 4852 10899 52937 52519 74027
"STM14_3527" 19098 18688 25728 1465 414 1192 2135 1514 3062 14055 14936 20800
"STM14_3528" 209 238 343 35 8 32 48 24 47 181 169 273
"STM14_3529" 755 730 933 166 40 108 173 78 194 531 564 842
"STM14_3530" 970 886 1182 244 28 157 200 100 215 634 725 975
"STM14_3531" 1507 1348 1853 446 107 251 373 252 461 1024 1026 1434
"STM14_3532" 451 394 576 122 24 62 106 75 125 270 279 375
"STM14_3533" 894 808 1166 279 55 128 190 152 229 547 628 850
"STM14_3534" 672 638 901 209 36 95 178 127 244 389 499 685
"STM14_3535" 26 35 28 3 2 1 8 4 11 29 28 27
"STM14_3536" 295 435 377 38 15 18 64 36 89 330 291 310
"STM14_3537" 305 635 349 6 3 3 7 5 7 544 367 176
"STM14_3538" 2083 5082 2601 21 4 12 18 15 26 4381 2930 1656
"STM14_3539" 2811 6208 3176 6 4 3 14 7 5 5978 4078 2717
"STM14_3540" 258 288 289 59 8 41 33 35 44 227 230 294
"STM14_3541" 50 52 44 4 1 5 0 3 4 31 43 55
"STM14_3542" 131 133 136 12 0 8 12 8 20 93 68 62
"STM14_3543" 87 87 107 2 2 3 10 6 10 66 61 46
"STM14_3544" 141 155 183 15 1 6 14 8 16 120 94 101
"STM14_3545" 365 394 346 24 7 19 43 20 46 254 216 254
"STM14_3546" 189 154 166 11 4 14 33 6 29 153 117 126
"STM14_3547" 159 181 185 18 4 14 15 17 36 148 161 168
"STM14_3548" 151 228 168 25 2 20 46 17 47 224 207 247
"STM14_3549" 1 1 2 0 0 0 0 0 0 4 9 21
"STM14_3550" 684 1099 682 21 4 14 30 26 33 606 355 260
"STM14_3551" 1456 3442 1406 4 4 3 3 5 9 1897 940 236
"STM14_3552" 2479 6484 2476 9 4 11 15 7 18 3608 1888 723
"STM14_3553" 2143 4885 2634 11 8 6 2 4 10 4300 2785 1376
"STM14_3554" 190 323 228 39 10 16 20 10 24 224 157 132
"STM14_3555" 256 298 296 13 6 17 32 17 62 312 341 374
"STM14_3556" 1464 1488 1741 298 80 227 265 166 313 1809 1765 2231
"STM14_3557" 28891 30078 32852 7531 1382 3928 4222 3169 5052 18417 14708 17119
"STM14_3558" 10164 10295 11043 2688 498 1352 1640 1300 1990 8521 8305 8772
"STM14_3559" 1452 1404 1720 261 58 136 213 159 259 1593 1470 1607
"STM14_3560" 1 3 0 0 0 0 0 0 2 14 32 29
"STM14_3561" 61 47 70 13 6 7 9 10 28 170 226 230
"STM14_3562" 184 216 238 48 7 31 55 26 56 443 407 549
"STM14_3563" 394 435 547 97 20 50 103 63 107 751 720 943
"STM14_3564" 6337 6292 7246 1210 217 810 1263 867 1299 9799 9566 9930
"STM14_3565" 960 919 1140 232 47 167 201 173 266 1275 1186 1283
"STM14_3566" 975 1118 1187 226 38 117 175 98 185 1156 1023 1173
"STM14_3567" 743 280 682 28 5 26 35 18 42 210 207 232
"STM14_3568" 4617 658 4619 45 5 37 55 31 48 410 363 321
"STM14_3569" 2764 403 2171 34 11 34 40 29 38 216 181 156
"STM14_3570" 4290 561 2989 41 14 31 44 19 56 295 265 256
"STM14_3571" 32 39 52 15 3 7 6 2 9 52 62 61
"STM14_3572" 1695 1712 1840 270 38 212 303 223 466 1708 1386 1685
"STM14_3573" 356 365 349 108 20 49 52 57 46 387 318 334
"STM14_3574" 155 153 184 44 15 12 28 17 43 177 178 146
"STM14_3576" 789 792 950 182 44 95 165 115 203 829 866 1038
"STM14_3577" 1505 1439 1623 341 96 260 268 195 318 1297 1146 1302
"STM14_3578" 10046 9895 11567 1312 441 1598 1890 1100 2163 10138 8987 10173
"STM14_3579" 94 76 95 24 4 8 15 6 16 54 54 77
"STM14_3580" 16 19 36 8 2 5 5 1 9 17 13 18
"STM14_3581" 18724 21954 22350 5904 1378 3711 3962 2242 4737 14861 11723 14430
"STM14_3582" 8431 9891 9424 2837 658 1609 1621 982 1715 6168 5052 5774
"STM14_3583" 7 10 8 5 2 12 3 1 0 17 4 8
"STM14_3584" 179 202 209 44 10 29 36 17 28 230 221 265
"STM14_3585" 2 0 0 0 0 0 0 0 1 1 1 0
"STM14_3586" 48 44 48 6 0 4 6 5 9 65 77 74
"STM14_3587" 22 33 35 4 3 1 5 3 9 48 48 52
"STM14_3588" 1 0 2 0 0 0 0 0 0 5 6 4
"STM14_3589" 126 150 155 28 9 15 24 13 33 132 196 193
"STM14_3590" 307 358 284 50 14 58 54 24 29 293 275 211
"STM14_3591" 167 161 194 32 8 27 23 13 18 151 164 160
"STM14_3592" 197 162 124 28 11 18 21 6 21 128 119 117
"STM14_3593" 203 263 283 39 9 26 33 15 27 196 262 321
"STM14_3594" 639 718 837 189 30 97 104 70 120 663 725 877
"STM14_3595" 139 161 168 30 2 16 35 17 24 144 177 197
"STM14_3596" 423 489 535 87 15 60 62 40 90 448 423 562
"STM14_3597" 7490 9866 12519 221 45 159 372 173 568 5497 4483 8221
"STM14_3598" 286 279 374 54 4 44 35 25 45 584 891 946
"STM14_3599" 161 162 188 45 4 29 22 21 27 264 358 366
"STM14_3600" 19 16 31 4 2 2 4 1 5 41 57 81
"STM14_3601" 156 163 201 64 9 28 46 25 41 317 396 457
"STM14_3602" 431 477 570 133 31 64 101 73 92 565 521 623
"STM14_3603" 1166 1239 1494 200 28 90 155 99 183 969 1041 1305
"STM14_3606" 641 711 800 185 28 106 136 92 138 414 418 516
"STM14_3607" 101 127 151 4 1 6 14 5 17 84 122 165
"STM14_3608" 421 516 518 75 15 72 74 42 57 357 324 346
"STM14_3609" 1509 1658 1728 351 84 243 295 175 289 1157 1116 1266
"STM14_3610" 847 926 1107 177 40 121 165 83 201 735 769 1027
"STM14_3611" 1060 1117 1312 207 28 141 183 120 216 936 949 1218
"STM14_3612" 13 11 12 0 2 0 3 1 0 8 18 21
"STM14_3613" 5 10 17 5 0 3 0 1 1 16 24 17
"STM14_3614" 17 22 36 0 0 0 6 2 5 21 23 26
"STM14_3615" 10 9 7 0 1 0 0 0 0 11 22 36
"STM14_3616" 23 23 27 5 2 1 0 0 3 32 28 25
"STM14_3617" 2499 2599 2863 583 137 356 452 271 384 2056 1802 1795
"STM14_3618" 1320 1459 1670 334 72 161 245 165 296 1179 1013 1057
"STM14_3619" 79 84 93 25 6 21 15 11 37 84 58 80
"STM14_3620" 3051 3147 3510 769 160 505 650 459 750 2975 2715 3113
"STM14_3621" 1168 1213 1418 263 57 235 260 179 349 1236 1231 1495
"STM14_3622" 4 3 3 1 0 1 4 0 0 9 3 7
"STM14_3623" 8 12 8 1 1 0 2 0 1 8 10 14
"STM14_3624" 5 8 4 0 0 0 2 1 3 8 18 16
"STM14_3625" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_3626" 0 0 0 0 0 0 0 0 0 0 0 0
"STM14_3627" 475 470 505 105 21 48 110 59 110 520 598 659
"STM14_3628" 17 20 21 8 0 2 3 6 2 19 32 44
"STM14_3629" 861 843 1029 198 32 112 120 110 182 923 936 1050
"STM14_3630" 462 544 670 45 11 33 84 33 96 405 424 751
"STM14_3631" 89 97 101 12 1 6 10 7 27 109 117 172
"STM14_3632" 916 1018 1082 177 44 153 166 109 231 893 973 1246
"STM14_3633" 424 402 535 76 15 48 78 35 101 320 333 387
"STM14_3634" 1547 1605 1865 266 51 198 273 163 366 1358 1388 1590
"STM14_3635" 14 7 8 0 0 2 0 0 2 9 20 20
"STM14_3636" 665 746 801 107 28 111 138 61 149 788 788 1068
"STM14_3637" 335 383 376 65 13 70 54 38 54 336 335 374
"STM14_3638" 50 27 66 70 20 106 35 22 29 38 35 42
"STM14_3639" 263 227 292 50 14 30 36 23 58 254 288 290
"STM14_3640" 720 635 857 91 23 99 120 58 165 642 610 644
"STM14_3641" 61 66 67 5 3 9 12 5 18 89 100 134
"STM14_3642" 1 3 0 2 0 0 0 0 2 8 3 11
"STM14_3643" 49 52 61 7 3 11 6 9 12 90 152 145
"STM14_3644" 32 41 44 5 2 7 5 4 4 94 112 111
"STM14_3645" 0 2 1 0 0 0 0 0 0 4 7 9
"STM14_3646" 811 823 1041 98 25 120 168 63 222 824 981 1162
"STM14_3647" 198 213 266 46 10 24 41 21 37 188 205 279
"STM14_3648" 65 73 82 16 5 10 11 6 12 56 82 124
"STM14_3649" 3 3 3 3 0 4 1 2 0 12 13 13
"STM14_3650" 289 287 292 189 45 115 89 83 98 362 392 454
"STM14_3651" 159 174 157 77 20 68 81 98 113 445 533 525
"STM14_3652" 29 42 40 14 6 8 4 5 11 55 81 94
"STM14_3653" 58 79 91 4 0 7 10 9 9 124 182 193
"STM14_3654" 19 29 27 6 3 1 1 3 3 60 89 93
"STM14_3655" 31 18 36 7 7 1 6 7 10 80 88 118
"STM14_3656" 14 15 10 1 0 0 2 2 2 26 38 78
"STM14_3657" 26 38 42 6 5 1 6 4 6 47 111 107
"STM14_3658" 0 1 0 0 0 0 0 1 0 3 4 8
"STM14_3659" 23 13 34 1 1 0 4 2 3 54 107 132
"STM14_3660" 1482 2919 1972 97 30 51 472 189 565 1438 1415 3719
"STM14_3661" 537 1070 793 15 4 10 186 89 366 461 451 1454
"STM14_3662" 2 4 14 1 0 0 5 1 3 25 30 50
"STM14_3663" 1650 1677 1916 158 45 106 154 112 163 2500 3215 3876
"STM14_3664" 678 704 911 70 18 53 85 66 107 1300 1561 2061
"STM14_3666" 6 6 10 3 0 0 1 0 2 55 145 157
"STM14_3667" 104 97 91 22 3 16 19 17 35 451 993 1281
"STM14_3669" 522 563 607 86 13 61 121 41 132 692 744 1014
"STM14_3670" 3 7 4 1 0 1 2 2 0 14 32 39
"STM14_3671" 1354 1575 1714 221 41 151 281 156 359 1338 1280 1655
"STM14_3672" 16095 15498 17706 5983 1130 2920 3746 2552 4215 12604 11685 13018
"STM14_3673" 6451 6093 7536 2204 484 1119 1554 1146 1705 6568 6069 7074
"STM14_3674" 1957 1909 2206 294 77 219 355 208 345 2065 2284 2536
"STM14_3675" 1293 1358 1721 205 42 136 246 125 265 1380 1377 1803
"STM14_3676" 1026 1075 1347 192 48 133 209 144 259 1173 1387 1484
"STM14_3677" 1016 1041 1244 278 55 174 261 133 310 1052 1054 1110
"STM14_3678" 1300 1471 1733 297 70 180 276 157 308 1350 1244 1379
"STM14_3679" 751 706 801 204 37 143 173 89 212 691 543 638
"STM14_3680" 42 51 58 15 0 5 12 5 7 68 71 95
"STM14_3681" 2256 2408 2744 379 81 265 324 211 365 1646 1690 1988
"STM14_3682" 703 790 786 415 90 243 395 190 542 1267 1281 1683
"STM14_3683" 401 488 554 79 12 67 94 54 129 601 656 802
"STM14_3684" 687 775 856 148 39 132 156 84 173 957 1063 1354
"STM14_3685" 91 109 137 8 3 13 25 13 24 112 127 159
"STM14_3686" 5 8 13 1 0 0 0 0 1 8 5 10
"STM14_3687" 13590 15990 16681 1024 288 832 1440 608 1217 5934 5304 6555
"STM14_3688" 4807 5637 5972 475 126 361 717 341 821 1983 1720 2212
"STM14_3689" 9397 10801 12294 933 185 630 1389 656 1634 4654 4152 5609
"STM14_3690" 21 25 22 5 2 6 8 2 6 11 19 37
"STM14_3691" 31 26 42 7 1 7 2 4 11 28 38 33
"STM14_3692" 1400 1546 1729 289 52 213 212 119 241 1391 1324 1414
"STM14_3693" 4 8 8 0 0 2 1 0 1 0 6 8
"STM14_3694" 1198 1285 1377 165 34 192 184 109 164 1173 1147 1257
"STM14_3695" 2603 2835 3175 396 108 299 479 247 376 3021 2815 3186
"STM14_3696" 1307 1317 1446 255 53 230 250 216 283 1459 1350 1555
"STM14_3697" 2585 3010 3365 633 138 409 593 446 746 2374 2337 3331
"STM14_3698" 278 269 295 50 10 27 50 37 51 424 684 726
"STM14_3699" 1164 1133 1449 140 34 116 111 83 163 1180 1343 1518
"STM14_3700" 30 39 25 6 2 2 4 2 0 41 70 68
"STM14_3701" 2677 2972 3147 480 93 290 354 209 392 1509 1433 1581
"STM14_3702" 0 0 3 0 0 0 0 0 0 0 0 1
"STM14_3703" 214 174 226 35 8 20 27 21 33 162 167 238
"STM14_3704" 76 81 86 20 2 10 13 12 15 31 52 62
"STM14_3705" 1118 1316 1405 242 43 112 192 132 209 718 666 1022
"STM14_3706" 68 83 83 17 5 20 21 8 18 97 117 131
"STM14_3707" 1685 1956 2100 171 37 144 121 67 136 1181 1148 1634
"STM14_3708" 63448 65964 72128 8401 1614 5367 9278 5906 10490 54576 45566 54630
"STM14_3709" 26236 27288 30401 4231 823 2159 4449 2493 4555 24756 21266 26530
"STM14_3710" 3392 3622 3997 856 192 508 966 560 1059 4106 3591 4486
"STM14_3711" 6 5 7 4 0 1 1 1 4 12 11 16
"STM14_3712" 48 70 86 5 0 1 5 4 10 49 36 58
"STM14_3713" 32 36 66 1 0 3 5 0 7 48 30 44
"STM14_3714" 28 50 53 3 1 2 2 1 4 28 20 23
"STM14_3715" 63 84 85 13 0 9 7 4 15 68 79 118
"STM14_3716" 72 65 81 19 6 4 14 16 11 71 70 49
"STM14_3717" 28484 27073 28096 8253 1777 5662 7681 5288 7896 22391 18594 15912
"STM14_3718" 55 42 75 2 4 8 15 10 20 67 64 73
"STM14_3719" 774 724 890 244 36 167 176 126 205 887 865 970
"STM14_3720" 2494 2274 2801 998 199 579 702 502 820 2361 2098 2041
"STM14_3721" 67 50 70 13 3 8 15 9 16 96 126 131
"STM14_3722" 0 1 1 0 0 0 0 0 1 3 7 4
"STM14_3723" 41 36 40 8 2 3 6 5 8 95 94 103
"STM14_3724" 99 113 92 15 8 6 22 14 14 138 189 213
"STM14_3725" 92 112 108 13 3 9 23 13 19 171 224 235
"STM14_3726" 75 46 72 10 7 10 21 13 35 132 177 220
"STM14_3727" 1133 1129 1311 298 69 214 263 158 278 1186 1195 1377
"STM14_3728" 58 69 90 14 1 7 12 4 13 99 120 159
"STM14_3729" 11730 11796 14054 2091 332 1277 2246 1348 2299 13268 12408 13817
"STM14_3730" 313 327 337 106 21 40 82 63 88 282 252 299
"STM14_3732" 9 22 26 2 0 3 4 1 10 19 30 27
"STM14_3733" 1841 1964 2260 903 184 426 480 394 517 1427 1265 1415
"STM14_3734" 38 44 50 13 2 8 12 3 13 24 32 62
"STM14_3735" 6084 6988 7897 314 80 477 583 283 672 5281 5160 7713
"STM14_3736" 278 272 263 47 9 28 41 30 44 230 265 295
"STM14_3737" 392 345 376 68 15 51 82 55 89 366 325 244
"STM14_3738" 824 782 867 151 40 99 155 97 165 849 868 762
"STM14_3739" 2082 2175 2255 406 92 236 388 243 348 2099 1835 1895
"STM14_3740" 657 727 820 117 23 62 82 63 98 806 795 798
"STM14_3741" 324 345 394 50 23 49 49 25 44 378 342 308
"STM14_3742" 181 164 191 38 12 21 30 27 25 196 152 167
"STM14_3743" 26 25 42 0 0 2 3 4 5 22 46 45
"STM14_3744" 702 741 792 194 35 114 142 96 171 687 674 777
"STM14_3745" 950 956 1032 245 40 109 169 104 193 907 826 859
"STM14_3746" 455 500 505 104 27 65 86 44 95 408 394 411
"STM14_3747" 918 952 1039 210 47 107 157 97 141 814 703 716
"STM14_3748" 1103 1081 1149 317 63 140 186 112 176 911 827 731
"STM14_3749" 66 48 53 11 4 13 8 4 9 61 88 93
"STM14_3750" 2160 2402 2324 275 91 358 463 195 679 1048 1311 1624
"STM14_3751" 6 6 13 2 1 1 3 2 1 10 19 20
"STM14_3752" 1977 2325 2555 229 56 165 259 188 423 3075 2836 3956
"STM14_3753" 1353 1589 1760 321 45 152 241 149 337 1103 1005 1400
"STM14_3754" 965 1129 1258 196 47 114 160 124 192 766 730 981
"STM14_3755" 710 785 836 182 23 82 132 97 162 437 493 669
"STM14_3756" 710 819 914 92 15 67 130 70 132 427 425 655
"STM14_3757" 129 187 151 34 4 13 21 11 24 91 106 123
"STM14_3758" 1245 1530 1641 203 47 116 169 88 222 864 796 1122
"STM14_3759" 3 20 14 4 2 2 3 1 0 21 15 17
"STM14_3760" 186 307 236 125 35 88 99 30 185 270 431 733
"STM14_3761" 446 499 566 122 30 66 82 30 79 396 475 615
"STM14_3762" 15 16 13 0 0 0 1 1 8 17 14 16
"STM14_3763" 1 2 0 0 0 0 0 0 1 3 8 6
"STM14_3764" 141 143 151 35 8 24 43 27 46 185 206 216
"STM14_3766" 83 84 97 13 4 4 24 6 17 294 513 587
"STM14_3767" 257 319 341 25 7 20 42 19 43 518 873 1135
"STM14_3768" 96 102 115 18 5 6 8 13 20 134 211 275
"STM14_3769" 121 144 131 16 4 9 12 10 20 170 271 320
"STM14_3770" 278 272 316 41 7 30 43 25 61 345 449 590
"STM14_3771" 264 330 362 39 6 19 31 21 27 349 456 617
"STM14_3772" 79 87 107 6 0 2 10 7 8 89 150 190
"STM14_3773" 11 5 10 0 0 0 0 2 2 8 7 10
"STM14_3774" 1 0 0 0 0 0 0 0 0 6 7 7
"STM14_3775" 246 367 428 18 9 30 89 26 116 342 460 532
"STM14_3776" 47 46 72 13 3 7 12 2 11 69 88 122
"STM14_3777" 80 89 110 16 4 6 12 4 12 159 196 275
"STM14_3778" 1 0 2 1 0 0 2 0 1 3 4 4
"STM14_3779" 2 0 0 0 0 0 0 0 0 1 1 3
"STM14_3780" 60 77 85 8 4 3 7 5 10 111 102 170
"STM14_3781" 71 99 93 9 1 4 8 7 8 140 171 236
"STM14_3782" 140 155 145 16 3 8 12 9 21 147 166 239
"STM14_3783" 8 11 3 3 1 1 1 6 4 21 36 40
"STM14_3784" 31 23 29 0 1 1 2 2 6 87 115 188
"STM14_3785" 23 41 35 4 1 1 4 1 6 101 190 250
"STM14_3786" 0 3 0 0 0 0 0 0 1 0 4 4
"STM14_3787" 55 58 56 11 2 9 10 6 18 80 100 138
"STM14_3788" 7 14 13 0 0 1 6 3 9 33 49 59
